text,label
"Perjalanan pakai airasia dari jkt ke batam, koper dalam kondisi di lock even koperku pakai yg international lock. Bisa bisanya pas sampai batam dan mau pick up bagasi, pas mau ambil ada ibu ibu disamping kasih tau koper saya kebuka hati” barangnya jatuh.  Pertanyaan saya knp koper yg sudah saya kunci dibobol sama pihak maskapai ya? Ga ditutup masa, kebuka setengah lohh, ga kecil yaa  Akhirnya saya komplain ke pihak customer servicenya yg ada di sana yg menggunakan seragam lion grup. Pas saya hampirin beliau masih sibuk telponan, pas saya bilang ‘mbak, saya mau komplain ini gimana ceritanya koper saya saya bisa kebuka ya pas saya barusan ambil?’ Beliau ngejawab saya ‘oh itu kyknya kesenggol kak’ dengan tangannya yg masih sibuk pegang ho di samping telinga dan ga begitu ngegubris tamunya  Mulailah agak emosi saya setelah ditanya baik baik tp di jawab dengan tidak sopan, saya tanyain lg ‘gimana ceritanya kesenggol sampai kunci koper saya bisa di bobol dan koper saya kebuka setengah pas saya ambil??, gimana kalo barang saya ada yg hilang??’ Beliau hanya jawab ‘coba di check lagi kak barangnya ada yg hilang ga?’ Tambah emosi lah saya ‘kalo barang saya ada yg hilang kalian bisa ganti rugi? Ga professional banget buka koper customernya’  Parah banget sih ini mah, especially hospitalitynya, worst.",0
"Air Asia adalah salah satu flight terburuk selain Lion Air, seorang ibu ibu yg menuju ke gate 15 menit sebelum keberangkatan ditolak hanya karena alasan sudah tidak bisa, padahal 5 menit sbelumnya masih banyak penumpang yg masuk. Dengan alasan ini membuat ibu ibu tsb terpaksa menghanguskan tiket dan membeli tiket yang baru. Padahal pesawat baru saja boarding dan sangat masih available untuk menaikkan penumpang yg sudah check in dan sudah mencetak boarding pass.  Sangat berbeda dengan layanan super air jet yg mengutamakan prioritas penumpang dan tidak pernah membuat penumpang rugi. Selama pintu pesawat belum ditutup dan selama pesawat 15 menit belum take off, para penumpang yg sudah check in dan mendapat boarding pass berhak masuk kedalam pesawat diprioritaskan tanpa harus rugi keuangan, hangus tiket, dan tanpa harus membeli tiket baru hanya karena masalah sepele  Air asia pesawat abal abal yang senang merugikan penumpang terutama dalam masalah tiket dan finansial, sama seperti lion air. Tak heran keduanya pernah mengalami kecelakaan yang tidak pernah dialami maskapai lain, itu juga menunjukkan ketidakprofesionalan mereka dalam bekerja dan kecerobohan mereka seenak enaknya dalam terbang. Nyawa dan uang orang dibuat main. Yang penting asal untung, mikirin diri sendiri saja. Tidak manusiawi.  Saran saya, jangan hanya tergiur harga murah. Lebih baik mahal sedikit 100-200 ribu tidak jauh bedanya asal aman, pelayanan profesional dan yang terpenting masih manusiawi, tidak merugikan uang pelanggan. Masih banyak pelayanan yang sangat etis, tidak mementingkan diri sendiri dan mengutamakan kepentingan customer, seperti super air jet, trans nusa dll. Bahkan batik air pun masih lebih baik ketimbang air asia dan lion air. Saya sangat merekomendasikan pelayanan super air jet setelah garuda, harga tidak jauh beda dari air asia tapi pelayanan sangatlah optimal dan utama, saya acungkan jempol untuk super air jet. Bahkan pernah 10 menit sebelum pesawat take off, pelanggan masih dipersilahkan masuk, dicek kembali dll. Super air jet tidak pernah merugikan pelanggan yang sudah mahal2 membeli tiketnya dan tidak pernah terjadi riwayat cacat terbang, tidak seperti air asia yang punya track record buruk trutama dalam kecelakaan. Service pun semena mena, merugikan orang",0
"Sekali2 nya nyoba AirAsia ternyata pelayanannya luar biasa buruk. Delaynya bisa berjam2 dan tidak ada kompensasi buat penumpangnya. Berangkat nya delay, pulangnya pun delay.",0
"Sangat kecewa dengan masakapai ini, meniningan saya naik maskapai yang lain. Pelayanan sangat buruk sekali",0
"Udah di diperjalanan ke bandara, tiba tiba penerbangan di cancel tanpa ganti rugi, dan untuk refundnya juga lama banget cairnya",0
"Penerbangan dibatalkan maskapai (kurang lebih 2 minggu dari jadwal keberangkatan) tanpa sebab jelas. Kemudian pengembalian dana kurang dari jumlah yang sudah dibayarkan, jadi sebagian uang hangus begitu saja. Sekarang harus cari tiket pengganti lagi..",0
"Saya memesan tiket dari KNO ke CGK pada tanggal 9 Oktober 2022, namun diubah oleh Airasia secara sepihak sebanyak 2 kali berturut-turut.",0
"Saat saya menulis ulasan ini, saya masih menunggu kedatangan pesawat airasia yang akan menerbangkan saya dr Lombok ke Jakarta. Keterlambatan sdh 30 menit dan mungkin akan delay 1jam karena pesawat belum mendarat dr KL ke LOP. Akibatnya mungkin waktu saya untuk transfer ke pesawat berikutnya akan sangat sempit. Saya tdk merekomendasikan maskapai ini.",0
"Air asia adalah pesawat budget yg artinya berbiaya rendah dimana meal, seat Dan bagasi dibayar terpisah (diluar free kabin 7kg) dan bisa check in onlinen beberapa hari sebelum penerbangan lengkap dengan tambahannya.pesawatnya sendiri ada yg lega ada pula yg jarak kakinya sempit. Tergantung dari jenis pesawatnya. Tapi yg menyebalkan adalah prilaku penumpang lainnya yg minta tukar tempat duduk dengan ku sampai 2x dengan alasan duduknya terpisah dengan keluarganya.Padahal kursi yg aku duduk itu boleh pilih dan beli saat booking onlinen 3 hari sebelumnya dan bukan gratis.yg pertama aku kasih karna kasihan, tapi baru saja duduk tiba tiba ada yg minta tukeran lg dan benar benar menjengkelkan dan menganggu karna anaknya tidak bisa diam, dan ibunya bicara tidak enak karna aku menolak tukeran duduk dengan suaminya. Buat passenger lain : tolong kalau tidak inggin duduk terpisah dengan keluarganya apalagi yg membawa anak kecil, belilah dan pilih 1 set kursi sendiri supaya tidak menganggu penumpang lain.jangan pelit pelit keluar duit lebih kalau inggin service lebih Buat maskapainya tolong ditawarkan buat penumpang yg satu keluarga untuk membayar saat check in dicounter AA (mungkin karna tidak mengerti pilih kursi dan check in onlinen) bila mereka inggin duduk sederet dan tidak terpisah terutama yang membawa anak kecil.sehingga tidak merugikan dan menganggu penumpang lain yg sudah booking duluan.",0
"Sy banyak pakai airasia jika ke LN. Dan tdk pernah ada ketentuan jk saat booking sudah ditentukan nomor kursinya. Intinya selama ini sy enjoy aja pk maskapai ini. Sekarang sy ke Bali bersama anak saya usia 4 tahun dan mereka memberikan kursi yg terpisah jauh antara sy dan anak sy. Saat komplain mereka bilang bahwa kursi sdh ditentukan dari awal book. Dan sy disuru membayar jk ingin duduk sebelahan dg anak sy. Ini namanya penipuan karna wkt diawal sy bl tiket tdk ada pemberitahuan ttg hal ini. Dan tdk mgkn anak 4 th duduk sendiri!!! Bkn mslh membayarnya tp sy tdk suka kl sy beli sesuatu dan ada hidden clausul spt ini,krn sblmnya tdk prnh ada hal spt ini. GA REKOMEN pakai maskapai ini. Dan sy jg tdk akan pernah pakai maskapai ini lg. Sangat mengecewakan",0
Saat saya jalan2 dengan air asia ke malaysia saya sedang hamil 4bulan dan keamanan di air asia sangat bagus apalagi untuk yg hamil seperti saat saya bepergian saya diberikan kursi prioritas di lorong tentunya pdhl pengennya di deket jendela tp krna saya hamil jd dberikan di lorong .. beberapa kali sya terbang dengan air asia indonesia ke bangkok bahkan ke jepang ...,0
"Saya sudah melakukan proses pembatalan untuk satu orang melalui we airasia.com, sesuai dengan prosedure. In fo nya sebulan proses nya, tapi sampai saat ini pengaduan saya tidak di proses sama sekali. Sungguh sangat mengecewakan,,,, proses nya yang ribet sudah saya ikutin. Tapi tetep ajah tak ada follow up sma sekali. Sungguh buruk lahh. Trimakasih airasia.",0
