text,label
"masuk kabin sebelum take off dan keluar setelah landing sangat tidak terstruktur, berantakan, udah gitu penumpang berisik. nunggu bagasi sampai satu jam. sangat buruk.",0
"petugas lion air memasukkan sampah ke dalam koper penumpang, dan mengobrak abrik koper penumpang, membuka dompet dan case headphone tanpa seizin pemilik koper. barang barang saya yang semula tertata rapih di dalam koper setelah saya buka di rumah semuanya berantakan.",0
"Ngantri sejam di check in counter, pelayanannya lama, trus yg dipanggil tujuan bandara manokwari dan sorong supaya check in duluan, jd antrean saya disela sama penumpang penerbangan trsebut makin lama nunggu. pas dengar pesawat tujuan biak boarding sekali, saya lgsung kedepan nyalip 2 orang untuk check in duluan, bagasi udah masuk, lgsung lari ke gate, tp sampai gate malah udah close door, ga ada last call, ga ada nama dipanggil tiba2 close door, tiket hangus, ga bisa refund, mau resched kena 90% kata mereka udah panggil, tp yg antri dipojok ga dengar karna mereka cuma panggil dr depan dikira semua punya kuping super kali ya... kopernya bisa masuk pesawat tp orangnya ga bisa masuk pesawat",0
"pesawat saya dari pekanbaru ke batam jam 9 pagi, rencananya ke batam buat transit ke tanjung pinang, eh malah koper kami nyasar ke jakarta gatau gimana ceritanya. Sampai ada tadi bapak2 ngamuk2 gara2 ditanya tidak dijawab oleh staff lion dan malah main tik tok. Setelah diurus, akhirnya kami sepakat agar koper kami diantar ke tanjung pinang jam 6 lewat kapal. Jalanan tanjung pinang macet pada sore, jadi kami tidak sampai tepat waktu untuk mengambil koper kami. Eh malah koper kami sudah dibawa oleh kapalnya pergi, kami sudah kabari ke pihak lions, eh malah cuma dijawab pake emoji ''🤦🏿‍♂️🤦🏿‍♂️'', untung aja ada pihak pelabuhan yang masih mau membantu. Kalo begini kasih rating 1 saja, saya tidak ikhlas.",0
"Kalau masih sayang diri, keluarga, waktu dan keselamatan anda HINDARI maskapai satu ini  Pesawat Super Air Jet rute Jakarta - Kualanamu yang kami pesan dioper 2x ke Lion.  Pemilihan kursi berbayar akhirnya juga tidak direimburse.  Yang PALING PARAH adalah menunggu bagasi hampir DUA JAM, dengan alasan tidak ada alat dan sedang dipinjam. Tanpa pemberitahuan, klarifikasi dan permintaan maaf.  Semoga teman lain terhindar dari malapetaka yang kami sekeluarga alami.",0
"Lion air emang bener bener maskapai terburuk sedunia, udah tiket gak murah, tapi pelayanannya sangat buruk",0
"Bagasi tidak sampai di merauke, tertahan di transit makassar. Tiba paling cepat keesokan harinya. Fasilitas dibuat untuk mempermudah bukan malah menyusahkan. Sangat sangat kecewa. Selain ini, pernah ditinggal pesawat di surabaya karena transit lion air dari makassar delay. Lion air sangat parah. Berharap ada maskapai lain di merauke.",0
Flight dicancel tapi maskapai tidak memberikan informasi selengkapnya sehingga setelah saya reschedule dengan susah payah ke waktu / jam yg lain - ternyata Lion sudah mengganti flgiht yg dicancel dg flight maskapai lain (satu group) pada jam yg sama. Waktu saya coba mengganti kembali ke jam semula customer service (CS) mengenakan biaya walaupun representative CS yg sebelumnya tidak memberitahukan adanya penggantian flight di waktu / jam yg sama.  Lebih parahnya waktu complain ke bagian keluhan bukannya membantu malah menyalahkan cara saya bertanya kepada CS sehingga saya mendapatkan informasi yg tdk lengkap.  Benar-benar tidak profesional dan tidak ada etos utk customer service / customer satisfaction sama sekali.,0
"Saya pulang pake Lion Air, berangkat pagi dan sampai di bandara pesawat sudah dicancel karena dipake oleh jemaah lainnya. Alhasil nunggu pesawat yg ga jelas kapan, tiket ga jelas. Nunggu di bis dan akhirnya di tempat check in tapi berasa ditelantarkan. Setelah saya cari tahu, mereka udh tahu pesawatnya dipake jemaah lain ketika kami udh di jalan menuju bandara. Skrg mau booking hotel susah. Nunggu pesawat udh mau ga mau kaya org yg ga ada rumah/ga jelas. Seat aja gatau deh.  Lion Air mengecewakan. Dgn padatnya bandara, pesawat lain menuju Indonesia masih mengikuti jadwal pesawat. Hanya Lion Air aja yg tiba2 cancel dan ada lagi jam 5 sore besok (saya sampai di Bandara jam 5 sore 1 hari sebelum).  SANGAT TIDAK REKOMEN PAKE LION AIR UNTUK UMRAH. KALAU MAU IKUT TRAVEL, PASTIKAN BUKAN LION AIR PENERBANGANNYA.",0
"Sangat tidak membantu. Baik call centre maupun crew. Tidak ada yang mengangkat customer 24/7. Kemudian kita email pun tidak membantu jawabannya. Dan semua kesalahan si maskapai, yang menanggung penumpang. Terlewat jadwal reschedule karena maskapai yang tidak angkat2, tetap saja penumpang yang harus bayar. Benar benar maskapai yang sangat mengecewakan. Pilih citilink dan garuda saja. Citilink dan batik murahan citilink juga..",0
Staf counter bandara soekarno hatta kurang professional di counter saya mengantri untuk penukaran tiket dan bagasi padahal sudah ada 2 orang tetapi tidak ada info final call untuk di bandara lain pada saat mengantri dan pesawat akan berangkat 30 menit sebelum jadwal berangkat pasti ada panggilan untuk final call atau pun priority check in untuk yang masih terjebak antrian tetapi ini tidak ada dan mengecewakan,0
"BAGASI RUSAK Parah!!!, reschedule jam penerbangan seenak jidat. Roda Koper Lepas, Body koper Berlubang parah. Gak tau gmn management memperlakukan koper bagasi, yg jelas koper bagasi kembali dalam keadaan RUSAK PARAH, Roda hilang 1, Body Koper HANCUR!!!  Lion Air as always hancur mengecewakan, kalau bukan krn jam penerbangan, sy tdk akan memilih maskapai ini. semoga kedepan nya menjadi lebih baik",0
Klo bukan karena terpaksa karena tidak ada pilihan di hari yang sama. Saya 100% tidak akan memilih Lion Air. - Papan Board Check In tidak Update - Counter sedikit tapi penumpang Banyak alhasil antrian bisa 2 jam dan kadang di serobot sama penumpang telat. Jadi akhirnya beruntun telat nya - Pelayanan tidak ramah - Harga standar tapi low quality - Costumer Service tidak membantu minta reschedule flight bilang penuh. Terpaksa beli sendiri di Traveloka. Ga usah aja ada sekalian costumer service. Ga Guna!  Antrian check in dan antrian Costumer service karena keterlambatan check in karena terlalu panjangnya antrian dan jumlah counter yg tidak sesuai dengan penumpang terlampir.,0
Seenaknya reschedule. Jam 12.20 jadi 07.00 sampe jakarta jam 08.xx transit sampe jam 15.30 gila bgt ni maskapai,0
"Lion air kurang konsisten, ga wajar sampai 4 kali reschedule sudah keterlaluan, pas perginya dari jakarta - bali saya sudah check in dan tepat 10 menit sebelum take off namun sudah closed dan tidak ada toleransi malah nambah 85% dari biaya, sekarang tanggal 23 pesawat JT015 seenaknya reschedule sampai 4 kali, lion air so bad pokonya gapunya toleransi, seenaknya rechedule sampai 4 kali, saran saya yaa kalo telat sedikit beri toleransi untuk pindah ke jadwal pesawat berikutnya",0
Menginfokan pindah jadwal penerbangan 15 jam sebelum keberangkatan. Dipikir gampang apa cari maskapai pengganti mepet mepet. Kalau memang gak niat buka jadwal dari awal gak usah aja buka jadwal penerbangan.,0
"Lion Air dari berbagai macam maskapai yang saya coba adalah maskapai yang paling tidak reliable dengan pengalaman yang paling buruk. Bahkan naik angkot saja serasa lebih mending daripada Lion, Business operation yang digunakan hanya menggunakan mindset licik untuk memanfaatkan celah dan kelemahan pengguna  Dari awal harusnya sudah tau kalau jumlah penumpang tidak banyak ketika pandemi, tapi masih dengan sengaja membuka banyak opsi jadwal supaya calon penumpang terjaring, lalu dengan seenaknya meng-cancel dan menggeser jadwal supaya penerbangan mereka bisa penuh. Sistem tebar jala seperti ini yang membuat penerbangan Lion pasti delay dan reschedule, jangan pernah harap terbang sesuai tiket yang dibeli  Kalau tidak terpaksa dan ada opsi lain, saya sudah pakai maskapai lain walau lebih mahal. Kongkalingkong dengan stakeholder ini yang ngebikin rakyat Indonesia hanya punya opsi Lion untuk terbang, sampah sekali",0
"saya sudah biasa ya dengan jadwal lion yg sering delay, kalau bukan krn tdk ada penerbangan lain yg available, saya gak akan pakai maskapai ini. tapi ini sudah kelewatan! pertama, kami sampai ketinggalan pesawat krn antri superpanjang di loket checkin padahal sudah minta untuk diproses duluan krn pesawat akan segera takeoff! kami sudah antri 2 jam sebelum penerbangan. jadi tolong kalau tdk mampu menangani jumlah penumpang sekian banyak, jgn diambil semua. kedua, saya tau printer dg tinta tdk boleh masuk bagasi dan harus ke kabin, itu yg dikatakan petugas check in. pas mau naik pesawat, di bagian gate 2 Kupang petugasnya ngotot minta saya bawa printer saya lagi ke bagian check in utk minta dimasukkan ke bagasi. SAYA TURUN LAGI LALU DI PETUGAS CHECK IN SAYA DIMINTA UTK BAWA PRINTER SAYA LAGI KE GATE! KOORDINASI KACAU! PELANGGAN DIBIKIN NAIK TURUN DAN SAYA DIBENTAK2 KARENA SAYA TIDAK MAU MEMBAWA PRINTER SAYA UNTUK KETIGA KALI KE BAGIAN CHECK IN! MIKIR DONG! pas saya mau komplain, costumer servicenya SELALU MELAYANI TELPON LAIN! TOLONG YA INI DIPERBAIKI!",0
"Lengkap 3 kali dengan penerbangan ini dalam satu hari mengalami delay, sy harus smpai membeli tiket 3x hanya untuk menyesuaikan jadwal, hanya untuk mendapatkan yang sangat buruk. Lion air adalah maskapai dengan servis yang jauh dari kata profesional",0
GK efektif karena Pesawat lion lemot tidak sesuai jadwal membuat kesel dan jadi tidak kepengin lagi naik,0
"Saya tiba di bandara 30 menit sebelum keberangkatan saya sampai ke antri ditempat checkin tinggal 15 menit sebelum keberangkatan disitu petugas checkin bukannya langsung segera membuat tiket saya, malah sibuk menceramahi saya kenapa telat. Apa yg seharusnya bisa di kejar jadi ga bisa di kejar alhasil saya gagal terbang",0
"4 kali naik LION, tapi hanya 1 kali yang on schedule..sudah buru2 ke bandara agar tidak terlambat, malah pesawatnya yang delay. Kalau penumpang yang terlambat tidak ada alasan, tiket hangus, tapi kalau pesawat yang terlambat terbang, banyak alasan. Bikin kapok naik lagi, walau harga murah.",0
"Luar biasa lion nair. Harga boleh murah, 1,1jt, tapi kena bagasi 6kg hampir separo harga tiket ,hanya berat 6kg. Itupun koper kosong 75% karena kata petugas harus d bagasikan, padahal berat cabin bisa 7kg. Hanya karena koper agak gede katanya.benar2 smart. Hanya satu kata ""kapok""",0
"Gila Lion nih ya, udah tau Adek saya masih SMA sendirian lagi, lagi antre buat check-in malah di close karena waktu nya udh mepet. Eh Lion gk usah sok2an tutup, saya tau pesawat lu PASTI delay, padahal masih ada waktu 30 menit, GK MUNGKIN pesawat lu tuh tepat waktu, yakin saya pasti delay dan penumpang masih bisa masuk. Fix terakhir kali keluarga saya pakai Lion Air. Udh itu kecelakaan mulu lagi, bukannya gara2 itu customer servicenya dibenerin, eh malah nambah2 alasan buat customer tuh kecewa. Saya doain aja kalian tutup.",0
"Membatalkan Cancel penerbangan tanggal 10 Oktober 2019 IW 1851 Lombok -Denpasar Pukul 06.30 ,menjadi ke IW 1857 pikul 07.30, tanpa alasan yang jelas. Petugas check in counter tidak membantu khususnya petugas kasir Lion yang bernama Mbak Ayu sangat kasar. Sebaiknya jangan taruh orang yang tidak paham pekerjaan disana, sebaliknya mbak Luki bagian counter customer Lion lebih promt response. Saya tidak suka naik laion , ini karena terpaksa saja, berhubung mengejar waktu dan hanya satu-satunya penerbangan yang available .",0
